Model,RTH1004
SerialNumber,105703
Firmware Version,'1.80.3.4'

Acquisition Time Stamp,2024-02-19 12:50:08.898166757,2024-02-19 12:50:08.898166757
Waveform Type,ANALOG,
Acquisition Mode,SAMPLE,
Horizontal Unit,s,
Horizontal Scale,0.5,
Horizontal Position,-2.5,
Reference Point,50 %,
Sample Interval,4e-05,
Record Length,125000,
Probe Setting,'1:1','0.1 V/A'
Vertical Unit,V,A
Vertical Scale,40,10
Vertical Position,-3.02,0
Vertical Offset,0,0
History Index,0,0
History Time Stamp,0.000000000000,0.000000000000
,,
TIME,CH1,CH2
-4.977,-1.55294,0
-4.97696,-1.55294,0
-4.97692,-1.55294,0
-4.97688,-1.55294,0
-4.97684,-1.55294,0
-4.9768,-1.55294,0
-4.97676,-1.55294,-0.15686
-4.97672,-1.55294,0
-4.97668,-1.55294,-0.15686
-4.97664,-1.55294,0
-4.9766,-1.55294,0
-4.97656,-1.55294,0
-4.97652,-1.55294,0
-4.97648,-1.55294,0
-4.97644,-1.55294,0
-4.9764,-1.55294,0
-4.97636,-1.55294,0
-4.97632,-1.55294,0
-4.97628,-1.55294,0
-4.97624,-1.55294,0
-4.9762,-1.55294,0
-4.97616,-1.55294,0
-4.97612,-1.55294,-0.15686
-4.97608,-1.55294,0
-4.97604,-2.18039,0
-4.976,-1.55294,-0.15686
-4.97596,-1.55294,0
-4.97592,-1.55294,0
-4.97588,-1.55294,0
-4.97584,-1.55294,0
-4.9758,-1.55294,-0.15686
-4.97576,-1.55294,0
-4.97572,-1.55294,-0.15686
-4.97568,-1.55294,0
-4.97564,-1.55294,0
-4.9756,-1.55294,-0.15686
-4.97556,-1.55294,0
-4.97552,-1.55294,0
-4.97548,-1.55294,0
-4.97544,-1.55294,-0.15686
-4.9754,-1.55294,-0.15686
-4.97536,-1.55294,-0.15686
-4.97532,-1.55294,0
-4.97528,-1.55294,-0.15686
-4.97524,-1.55294,0
-4.9752,-1.55294,0
-4.97516,-1.55294,0
-4.97512,-1.55294,0
-4.97508,-1.55294,-0.15686
-4.97504,-1.55294,0
-4.975,-1.55294,-0.15686
-4.97496,-1.55294,0
-4.97492,-1.55294,0
-4.97488,-1.55294,-0.15686
-4.97484,-1.55294,-0.15686
-4.9748,-1.55294,-0.15686
-4.97476,-1.55294,-0.15686
-4.97472,-1.55294,-0.15686
-4.97468,-1.55294,-0.15686
-4.97464,-1.55294,-0.15686
-4.9746,-1.55294,-0.15686
-4.97456,-1.55294,0
-4.97452,-1.55294,-0.15686
-4.97448,-1.55294,-0.15686
-4.97444,-1.55294,-0.15686
-4.9744,-1.55294,-0.15686
-4.97436,-1.55294,0
-4.97432,-1.55294,0
-4.97428,-1.55294,-0.15686
-4.97424,-1.55294,-0.15686
-4.9742,-1.55294,-0.15686
-4.97416,-1.55294,-0.15686
-4.97412,-1.55294,-0.15686
-4.97408,-1.55294,-0.15686
-4.97404,-1.55294,-0.15686
-4.974,-1.55294,-0.15686
-4.97396,-1.55294,-0.15686
-4.97392,-1.55294,0
-4.97388,-1.55294,-0.15686
-4.97384,-1.55294,-0.15686
-4.9738,-1.55294,0
-4.97376,-1.55294,-0.15686
-4.97372,-1.55294,0
-4.97368,-1.55294,-0.15686
-4.97364,-1.55294,0
-4.9736,-1.55294,-0.15686
-4.97356,-1.55294,-0.15686
-4.97352,-1.55294,-0.15686
-4.97348,-1.55294,-0.15686
-4.97344,-1.55294,-0.15686
-4.9734,-1.55294,-0.15686
-4.97336,-1.55294,-0.15686
-4.97332,-1.55294,-0.15686
-4.97328,-1.55294,0
-4.97324,-1.55294,-0.15686
-4.9732,-1.55294,0
-4.97316,-1.55294,0
-4.97312,-2.18039,-0.15686
-4.97308,-1.55294,-0.15686
-4.97304,-1.55294,-0.15686
-4.973,-1.55294,0
-4.97296,-1.55294,-0.15686
-4.97292,-1.55294,-0.15686
-4.97288,-2.18039,0
-4.97284,-1.55294,0
-4.9728,-1.55294,-0.15686
-4.97276,-1.55294,-0.15686
-4.97272,-1.55294,-0.15686
-4.97268,-1.55294,0
-4.97264,-1.55294,-0.15686
-4.9726,-1.55294,-0.15686
-4.97256,-1.55294,0
-4.97252,-1.55294,-0.15686
-4.97248,-1.55294,-0.15686
-4.97244,-1.55294,-0.15686
-4.9724,-1.55294,-0.15686
-4.97236,-1.55294,0
-4.97232,-1.55294,0
-4.97228,-1.55294,-0.15686
-4.97224,-1.55294,0
-4.9722,-1.55294,0
-4.97216,-2.18039,-0.15686
-4.97212,-1.55294,-0.15686
-4.97208,-1.55294,-0.15686
-4.97204,-1.55294,0
-4.972,-1.55294,-0.15686
-4.97196,-1.55294,0
-4.97192,-1.55294,0
-4.97188,-1.55294,0
-4.97184,-1.55294,-0.15686
-4.9718,-1.55294,0
-4.97176,-1.55294,-0.15686
-4.97172,-1.55294,-0.15686
-4.97168,-1.55294,0
-4.97164,-1.55294,0
-4.9716,-1.55294,-0.15686
-4.97156,-1.55294,-0.15686
-4.97152,-1.55294,-0.15686
-4.97148,-1.55294,0
-4.97144,-1.55294,0
-4.9714,-1.55294,-0.15686
-4.97136,-1.55294,0
